city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,population_proper,density,source,incorporated,timezone,zips,id,airports-3rddegree,airports-airblast1,airports-airblast5,airports-fireball,bases-3rddegree,bases-airblast1,bases-airblast5,bases-fireball,capitals-3rddegree,capitals-airblast1,capitals-airblast5,capitals-fireball,cities-3rddegree,cities-airblast1,cities-airblast5,cities-fireball,earthquakes10,earthquakes20,earthquakes50,earthquakes70,hurricanes-200-land,hurricanes-400-land,hurricanes-50-land,hurricanes-650-land,ports-3rddegree,ports-airblast1,ports-airblast5,ports-fireball,power-3rddegree,power-airblast1,power-airblast5,power-fireball,railyard-3rddegree,railyard-airblast1,railyard-airblast5,railyard-fireball,silo-3rddegree,silo-airblast1,silo-airblast5,silo-fireball,tornado10,tornado25,tornado40,tornado65,wildfires-1,wildfires-2,wildfires-3,wildfires-4
Franklin Lakes,Franklin Lakes,NJ,New Jersey,"34003",Bergen,"41.0086","-74.2083","11255","11255","461",polygon,True,America/New_York,"07417","1840003553","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
Manville,Manville,NJ,New Jersey,"34035",Somerset,"40.5421","-74.5892","10414","10414","1703",polygon,True,America/New_York,"08835","1840003610","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0"
Tinton Falls,Tinton Falls,NJ,New Jersey,"34025",Monmouth,"40.2709","-74.0948","17789","17789","443",polygon,True,America/New_York,07712 07724 07753,"1840001368","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Madison,Madison,NJ,New Jersey,"34027",Morris,"40.7586","-74.4171","16033","16033","1435",polygon,True,America/New_York,"07940","1840003574","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Glen Rock,Glen Rock,NJ,New Jersey,"34003",Bergen,"40.9601","-74.1249","12045","12045","1720",polygon,True,America/New_York,"07452","1840003555","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
Guttenberg,Guttenberg,NJ,New Jersey,"34017",Hudson,"40.7927","-74.0047","11695","11695","23394",polygon,True,America/New_York,"07093","1840003597","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","1","1","0","0","1","1","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Totowa,Totowa,NJ,New Jersey,"34031",Passaic,"40.9039","-74.2214","10817","10817","1044",polygon,True,America/New_York,07512 07511,"1840000839","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
Gloucester City,Gloucester City,NJ,New Jersey,"34007",Camden,"39.8924","-75.1173","11342","11342","1896",polygon,True,America/New_York,"08030","1840003777","0","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0"
Wanaque,Wanaque,NJ,New Jersey,"34031",Passaic,"41.0440","-74.2900","11994","11994","574",polygon,True,America/New_York,07465 07420,"1840000840","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
Plainfield,Plainfield,NJ,New Jersey,"34039",Union,"40.6154","-74.4157","51327","51327","3325",polygon,True,America/New_York,07062 07063 07060 07061,"1840001090","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Paterson,Paterson,NJ,New Jersey,"34031",Passaic,"40.9147","-74.1624","148678","148678","6823",polygon,True,America/New_York,07524 07522 07514 07513 07505 07501 07502 07504 07503 07507 07509 07510 07533 07543 07544,"1840000838","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0"
West New York,West New York,NJ,New Jersey,"34017",Hudson,"40.7856","-74.0093","54227","54227","21057",polygon,True,America/New_York,"07093","1840001035","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","1","1","0","0","1","1","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Ringwood,Ringwood,NJ,New Jersey,"34031",Passaic,"41.1064","-74.2749","12454","12454","187",polygon,True,America/New_York,"07456","1840000835","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
River Edge,River Edge,NJ,New Jersey,"34003",Bergen,"40.9268","-74.0387","11724","11724","2470",polygon,True,America/New_York,"07661","1840000900","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
Red Bank,Red Bank,NJ,New Jersey,"34025",Monmouth,"40.3481","-74.0672","12150","12150","2687",polygon,True,America/New_York,"07701","1840001358","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0"
Perth Amboy,Perth Amboy,NJ,New Jersey,"34023",Middlesex,"40.5203","-74.2724","52823","52823","4375",polygon,True,America/New_York,08861 08862,"1840001340","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Ridgewood,Ridgewood,NJ,New Jersey,"34003",Bergen,"40.9822","-74.1127","25692","25692","1727",polygon,True,America/New_York,07450 07451,"1840000899","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
Kearny,Kearny,NJ,New Jersey,"34017",Hudson,"40.7528","-74.1202","42670","42670","1862",polygon,True,America/New_York,07032 07099,"1840003601","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","1","1","0","0","1","1","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0"
Hackensack,Hackensack,NJ,New Jersey,"34003",Bergen,"40.8890","-74.0461","45248","45248","4168",polygon,True,America/New_York,07601 07602,"1840003556","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
Phillipsburg,Phillipsburg,NJ,New Jersey,"34041",Warren,"40.6895","-75.1821","14459","14459","1749",polygon,True,America/New_York,"08865","1840000944","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0"
Bergenfield,Bergenfield,NJ,New Jersey,"34003",Bergen,"40.9235","-73.9982","27927","27927","3712",polygon,True,America/New_York,"07621","1840000893","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
Elizabeth,Elizabeth,NJ,New Jersey,"34039",Union,"40.6657","-74.1912","130215","130215","4081",polygon,True,America/New_York,07208 07202 07201 07206 07207,"1840003613","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","1","0","1","1","0","0","1","1","1","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0"
Hawthorne,Hawthorne,NJ,New Jersey,"34031",Passaic,"40.9579","-74.1581","19101","19101","2222",polygon,True,America/New_York,"07506","1840003513","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
Ridgefield,Ridgefield,NJ,New Jersey,"34003",Bergen,"40.8313","-74.0147","11435","11435","1735",polygon,True,America/New_York,"07657","1840000897","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","1","1","0","0","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0"
New Milford,New Milford,NJ,New Jersey,"34003",Bergen,"40.9337","-74.0196","16868","16868","2852",polygon,True,America/New_York,"07646","1840000908","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
Highland Park,Highland Park,NJ,New Jersey,"34023",Middlesex,"40.5006","-74.4283","14164","14164","3003",polygon,True,America/New_York,"08904","1840003636","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Pompton Lakes,Pompton Lakes,NJ,New Jersey,"34031",Passaic,"41.0024","-74.2859","11206","11206","1501",polygon,True,America/New_York,"07442","1840000833","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
Westfield,Westfield,NJ,New Jersey,"34039",Union,"40.6515","-74.3433","30433","30433","1747",polygon,True,America/New_York,"07090","1840001096","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Fort Lee,Fort Lee,NJ,New Jersey,"34003",Bergen,"40.8509","-73.9712","37907","37907","5813",polygon,True,America/New_York,"07024","1840003552","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
North Arlington,North Arlington,NJ,New Jersey,"34003",Bergen,"40.7875","-74.1273","16009","16009","2488",polygon,True,America/New_York,"07031","1840000909","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","1","1","0","0","1","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Pleasantville,Pleasantville,NJ,New Jersey,"34001",Atlantic,"39.3900","-74.5169","20732","20732","1399",polygon,True,America/New_York,"08232","1840001535","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
Bellmawr,Bellmawr,NJ,New Jersey,"34007",Camden,"39.8665","-75.0941","11489","11489","1486",polygon,True,America/New_York,08031 08099,"1840000731","0","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0"
Dumont,Dumont,NJ,New Jersey,"34003",Bergen,"40.9452","-73.9923","17998","17998","3564",polygon,True,America/New_York,"07628","1840003541","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
Vineland,Vineland,NJ,New Jersey,"34011",Cumberland,"39.4653","-74.9981","94734.0","60392","340",polygon,True,America/New_York,08344 08360 08361 08362,"1840001551","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Summit,Summit,NJ,New Jersey,"34039",Union,"40.7154","-74.3647","22323","22323","1437",polygon,True,America/New_York,07901 07902,"1840000999","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Carteret,Carteret,NJ,New Jersey,"34023",Middlesex,"40.5848","-74.2284","24084","24084","2117",polygon,True,America/New_York,"07008","1840001331","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Tenafly,Tenafly,NJ,New Jersey,"34003",Bergen,"40.9175","-73.9531","14900","14900","1254",polygon,True,America/New_York,"07670","1840000918","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
Waldwick,Waldwick,NJ,New Jersey,"34003",Bergen,"41.0133","-74.1258","10092","10092","1904",polygon,True,America/New_York,"07463","1840000921","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
Jersey City,Jersey City,NJ,New Jersey,"34017",Hudson,"40.7161","-74.0682","270753","270753","7065",polygon,True,America/New_York,07310 07311 07302 07307 07306 07305 07304 07097 07303 07308 07395 07399,"1840003600","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","1","0","1","1","1","0","1","1","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0"
South Plainfield,South Plainfield,NJ,New Jersey,"34023",Middlesex,"40.5748","-74.4153","24435","24435","1137",polygon,True,America/New_York,"07080","1840001334","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0"
Trenton,Trenton,NJ,New Jersey,"34021",Mercer,"40.2237","-74.7640","296869.0","84964","4337",polygon,True,America/New_York,08638 08611 08618 08629 08609 08608 08601 08603 08604 08605 08607 08625 08645 08646 08647 08666 08695,"1840001383","0","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1","0","1","1","0","0","1","1","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Union City,Union City,NJ,New Jersey,"34017",Hudson,"40.7674","-74.0323","70387","70387","21116",polygon,True,America/New_York,"07087","1840001034","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","1","1","0","0","1","1","1","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0"
Garfield,Garfield,NJ,New Jersey,"34003",Bergen,"40.8791","-74.1085","32393","32393","5924",polygon,True,America/New_York,"07026","1840003554","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Morristown,Morristown,NJ,New Jersey,"34027",Morris,"40.7966","-74.4772","19037","19037","2526",polygon,True,America/New_York,07960 07963,"1840003577","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Millville,Millville,NJ,New Jersey,"34011",Cumberland,"39.3903","-75.0561","27918","27918","256",polygon,True,America/New_York,"08332","1840001550","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
Lincoln Park,Lincoln Park,NJ,New Jersey,"34027",Morris,"40.9239","-74.3035","10468","10468","631",polygon,True,America/New_York,"07035","1840000953","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
Newark,Newark,NJ,New Jersey,"34013",Essex,"40.7245","-74.1725","285154","285154","4560",polygon,True,America/New_York,07103 07102 07105 07104 07107 07106 07108 07112 07114 07101 07175 07188 07191 07192 07193 07195 07198 07199,"1840002791","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","1","0","1","1","0","0","1","1","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0"
Ventnor City,Ventnor City,NJ,New Jersey,"34001",Atlantic,"39.3457","-74.4860","10239","10239","2024",polygon,True,America/New_York,"08406","1840001539","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
Washington,Washington,NJ,New Jersey,"34041",Warren,"40.7587","-74.9825","15533.0","6524","1282",polygon,True,America/New_York,"07882","1840000945","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
Camden,Camden,NJ,New Jersey,"34007",Camden,"39.9361","-75.1073","74532","74532","3226",polygon,True,America/New_York,08104 08105 08102 08103 08101,"1840001507","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","1","1","1","1","0","0","0","0","1","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0"
Linden,Linden,NJ,New Jersey,"34039",Union,"40.6251","-74.2381","43056","43056","1555",polygon,True,America/New_York,"07036","1840001094","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","1","1","0","0","1","1","1","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0"
Florham Park,Florham Park,NJ,New Jersey,"34027",Morris,"40.7772","-74.3953","11765","11765","621",polygon,True,America/New_York,07961 07932,"1840003582","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Long Branch,Long Branch,NJ,New Jersey,"34025",Monmouth,"40.2965","-73.9915","30762","30762","2317",polygon,True,America/New_York,"07740","1840003673","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Lodi,Lodi,NJ,New Jersey,"34003",Bergen,"40.8784","-74.0815","24961","24961","4241",polygon,True,America/New_York,"07644","1840003535","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Hasbrouck Heights,Hasbrouck Heights,NJ,New Jersey,"34003",Bergen,"40.8619","-74.0741","12277","12277","3111",polygon,True,America/New_York,"07604","1840003558","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Bridgeton,Bridgeton,NJ,New Jersey,"34011",Cumberland,"39.4286","-75.2281","33856.0","24505","1519",polygon,True,America/New_York,"08302","1840016610","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0"
Rahway,Rahway,NJ,New Jersey,"34039",Union,"40.6077","-74.2807","30131","30131","2982",polygon,True,America/New_York,"07065","1840001091","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","1","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0"
Princeton,Princeton,NJ,New Jersey,"34021",Mercer,"40.3562","-74.6693","31822","31822","684",polygon,True,America/New_York,08540 08542 08541 08544,"1840001381","0","0","0","0","1","1","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
Roselle Park,Roselle Park,NJ,New Jersey,"34039",Union,"40.6653","-74.2666","13821","13821","4357",polygon,True,America/New_York,"07204","1840001093","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","1","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0"
New Brunswick,New Brunswick,NJ,New Jersey,"34023",Middlesex,"40.4870","-74.4450","57073","57073","4211",polygon,True,America/New_York,08901 08875 08906 08933,"1840001339","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0"
Bound Brook,Bound Brook,NJ,New Jersey,"34035",Somerset,"40.5676","-74.5382","10468","10468","2432",polygon,True,America/New_York,"08805","1840001053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0"
Cliffside Park,Cliffside Park,NJ,New Jersey,"34003",Bergen,"40.8221","-73.9880","25142","25142","10156",polygon,True,America/New_York,"07010","1840003537","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","1","1","0","0","1","1","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Harrison,Harrison,NJ,New Jersey,"34017",Hudson,"40.7431","-74.1531","17643","17643","5624",polygon,True,America/New_York,"07029","1840003598","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","1","1","0","0","1","1","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0"
Edgewater,Edgewater,NJ,New Jersey,"34003",Bergen,"40.8237","-73.9740","12368","12368","4917",polygon,True,America/New_York,"07020","1840003543","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Somerville,Somerville,NJ,New Jersey,"34035",Somerset,"40.5696","-74.6092","12418","12418","2050",polygon,True,America/New_York,"08876","1840001056","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Middlesex,Middlesex,NJ,New Jersey,"34023",Middlesex,"40.5744","-74.5011","13867","13867","1534",polygon,True,America/New_York,"08846","1840001337","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Fairview,Fairview,NJ,New Jersey,"34003",Bergen,"40.8182","-74.0022","14537","14537","6652",polygon,True,America/New_York,"07022","1840003549","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","1","1","0","0","1","1","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Sayreville,Sayreville,NJ,New Jersey,"34023",Middlesex,"40.4656","-74.3237","45325","45325","1105",polygon,True,America/New_York,08872 08879 08859 08871,"1840001332","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Pine Hill,Pine Hill,NJ,New Jersey,"34007",Camden,"39.7879","-74.9857","10536","10536","1040",polygon,True,America/New_York,08009 08021,"1840001509","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0"
Palisades Park,Palisades Park,NJ,New Jersey,"34003",Bergen,"40.8472","-73.9967","20988","20988","6540",polygon,True,America/New_York,"07650","1840000915","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
North Plainfield,North Plainfield,NJ,New Jersey,"34035",Somerset,"40.6209","-74.4386","22060","22060","3033",polygon,True,America/New_York,07063 07060,"1840001059","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Fair Lawn,Fair Lawn,NJ,New Jersey,"34003",Bergen,"40.9359","-74.1177","33710","33710","2534",polygon,True,America/New_York,"07410","1840003548","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
East Orange,East Orange,NJ,New Jersey,"34013",Essex,"40.7651","-74.2117","65378","65378","6426",polygon,True,America/New_York,07018 07017 07019,"1840002792","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","1","1","0","0","1","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
Westwood,Westwood,NJ,New Jersey,"34003",Bergen,"40.9878","-74.0308","11326","11326","1936",polygon,True,America/New_York,"07675","1840000923","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
Newton,Newton,NJ,New Jersey,"34037",Sussex,"41.0534","-74.7527","11736.0","7860","903",polygon,True,America/New_York,"07860","1840000786","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
Beachwood,Beachwood,NJ,New Jersey,"34029",Ocean,"39.9286","-74.2023","11248","11248","1571",polygon,True,America/New_York,"08722","1840001483","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
Freehold,Freehold,NJ,New Jersey,"34025",Monmouth,"40.2596","-74.2755","11894","11894","2376",polygon,True,America/New_York,"07728","1840003687","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
Passaic,Passaic,NJ,New Jersey,"34031",Passaic,"40.8574","-74.1282","71247","71247","8780",polygon,True,America/New_York,"07055","1840000837","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0"
